Step,Value
125,2.135836439265404e-05
126,2.127946208929643e-05
127,2.1362262486945838e-05
128,2.126786785083823e-05
129,2.1148258383618668e-05
130,2.111925459757913e-05
131,2.11740261875093e-05
132,2.1096408090670593e-05
133,2.1009103875258006e-05
134,2.0887271602987312e-05
135,2.1095542251714505e-05
136,2.097248398058582e-05
137,2.0900304662063718e-05
138,2.09180961974198e-05
139,2.0684134142356925e-05
140,2.0824776584049687e-05
141,2.090312773361802e-05
142,2.0639387003029697e-05
143,2.0723571651615202e-05
144,2.059226972050965e-05
145,2.06460572371725e-05
146,2.0579007468768395e-05
147,2.0501272956607863e-05
148,2.0600891730282456e-05
149,2.0454439436434768e-05
150,2.0344365111668594e-05
151,2.0373478037072346e-05
152,2.039440551016014e-05
153,2.02423852897482e-05
154,2.0287630832172e-05
155,2.028847302426584e-05
156,2.0293167835916393e-05
157,2.0142093489994295e-05
158,2.0192124793538824e-05
159,2.012320328503847e-05
160,2.0097500964766368e-05
161,2.0062627299921587e-05
162,1.9995246475446038e-05
163,2.0094850697205402e-05
164,1.9956718460889533e-05
165,1.99058649741346e-05
166,1.9980065189884044e-05
167,1.9945351596106775e-05
168,1.9843322661472484e-05
169,1.974055885511916e-05
170,1.9875178622896783e-05
171,1.970082666957751e-05
172,1.981067907763645e-05
173,1.9823573893518187e-05
174,1.9625347704277374e-05
175,1.9574888938223012e-05
176,1.9638275261968374e-05
177,1.952942147909198e-05
178,1.9632900148280896e-05
179,1.9471000996418297e-05
180,1.9473149222903885e-05
181,1.9440814867266454e-05
182,1.943209645105526e-05
183,1.936130502144806e-05
184,1.9375238480279222e-05
185,1.929230711539276e-05
186,1.9320785213494673e-05
187,1.9180417439201847e-05
188,1.92545212485129e-05
189,1.918922680488322e-05
190,1.9157787392032333e-05
191,1.9153021639795043e-05
192,1.9093384253210388e-05
193,1.90166974789463e-05
194,1.8890445062424988e-05
195,1.900554161693435e-05
196,1.8819288015947677e-05
197,1.8808335880748928e-05
198,1.876233727671206e-05
199,1.8710059521254152e-05
200,1.8713466488406993e-05
201,1.858543691923842e-05
202,1.8560107491794042e-05
203,1.8463419110048562e-05
204,1.8493450625101104e-05
205,1.8322409232496284e-05
206,1.8354057829128578e-05
207,1.823917409637943e-05
208,1.822404192353133e-05
209,1.8051576262223534e-05
210,1.8077636923408136e-05
211,1.7937518350663595e-05
212,1.7939632016350515e-05
213,1.7887738067656755e-05
214,1.7716496586217545e-05
215,1.7764059521141462e-05
216,1.7643842511461116e-05
217,1.7563133951625787e-05
218,1.7570237105246633e-05
219,1.7431726519134827e-05
220,1.740315929055214e-05
221,1.7268552255700342e-05
222,1.72647341969423e-05
223,1.717294435366057e-05
224,1.7130634660134092e-05
225,1.7040343664120883e-05
226,1.7000471416395158e-05
227,1.6983460227493197e-05
228,1.6867887097760104e-05
229,1.6801297533675097e-05
230,1.668275763222482e-05
231,1.6661229892633855e-05
232,1.6721282008802518e-05
233,1.6633975974400528e-05
234,1.6487101675011218e-05
235,1.6364023394999094e-05
236,1.640888149267994e-05
237,1.6392017641919665e-05
238,1.6262907593045384e-05
239,1.6238735042861663e-05
240,1.622621675778646e-05
241,1.608743696124293e-05
242,1.608523234608583e-05
243,1.5998810340533964e-05
244,1.5902136510703713e-05
245,1.5982883269316517e-05
246,1.5820187400095165e-05
247,1.5939538570819423e-05
248,1.570579297549557e-05
249,1.5842711945879273e-05
250,1.564150988997426e-05
251,1.562002580612898e-05
252,1.557764335302636e-05
253,1.55648904183181e-05
254,1.5443923985003494e-05
255,1.5490903024328873e-05
256,1.5355622963397764e-05
257,1.5261433873092756e-05
258,1.5338924640673213e-05
259,1.524988329038024e-05
260,1.5302832252928056e-05
261,1.5178232388279866e-05
262,1.5193804756563623e-05
263,1.5048907698655967e-05
264,1.501060978625901e-05
265,1.5006577996246051e-05
266,1.5003102816990577e-05
267,1.486315068177646e-05
268,1.490661088610068e-05
269,1.490212252974743e-05
270,1.476641045883298e-05
271,1.4803996236878447e-05
272,1.474908731324831e-05
273,1.4651272977062035e-05
274,1.467792026232928e-05
275,1.4641915186075494e-05
276,1.4559720511897467e-05
277,1.4516013834509067e-05
278,1.4537754395860247e-05
279,1.4507031664834358e-05
280,1.4423964785237331e-05
281,1.4411746633413713e-05
282,1.4332395039673429e-05
283,1.4337464563141111e-05
284,1.4268316590460017e-05
285,1.4249452760850545e-05
286,1.42277813210967e-05
287,1.4223175639926922e-05
288,1.4123732398729771e-05
289,1.4115160411165562e-05
290,1.4097514394961763e-05
291,1.4052591723157093e-05
292,1.3972284250485245e-05
293,1.4008157450007275e-05
294,1.4013360669196118e-05
295,1.384080769639695e-05
296,1.3931542525824625e-05
297,1.3878528989152983e-05
298,1.38020513986703e-05
299,1.3792903700959869e-05
300,1.3778902030026074e-05
301,1.3721892173634842e-05
302,1.3708034202863928e-05
303,1.3665367077919655e-05
304,1.3629779459733982e-05
305,1.3647051673615351e-05
306,1.3590525668405462e-05
307,1.3538917301048059e-05
308,1.351308856101241e-05
309,1.350467573502101e-05
310,1.3415631656243932e-05
311,1.3516748367692344e-05
312,1.3359522199607454e-05
313,1.3415407920547295e-05
314,1.3356981980905402e-05
315,1.32822897285223e-05
316,1.3307242625160143e-05
317,1.3285086424730252e-05
318,1.315749977948144e-05
319,1.3239990948932245e-05
320,1.3212315934651997e-05
321,1.3117904927639756e-05
322,1.3037299140705727e-05
323,1.3155297892808449e-05
324,1.3077717085252516e-05
325,1.311372579948511e-05
326,1.3024453437537886e-05
327,1.2953024452144746e-05
328,1.2954912563145626e-05
329,1.2991107723792084e-05
330,1.2875870197603945e-05
331,1.2956203136127442e-05
332,1.2835163943236694e-05
333,1.2832551874453202e-05
334,1.2777562915289309e-05
335,1.2781735676981043e-05
336,1.2718875041173305e-05
337,1.2758494449371938e-05
338,1.269910171686206e-05
339,1.2686739864875562e-05
340,1.2681466614594683e-05
341,1.2712522220681421e-05
342,1.2601215530594345e-05
343,1.2579103895404842e-05
344,1.2636708561331034e-05
345,1.2520185009634588e-05
346,1.2571272236527875e-05
347,1.2431128197931685e-05
348,1.2465108738979325e-05
349,1.2472265552787576e-05
350,1.2442515981092583e-05
351,1.2483053069445305e-05
352,1.2350577890174463e-05
353,1.2412688192853238e-05
354,1.2334237908362411e-05
355,1.228344081027899e-05
356,1.2395537851261906e-05
357,1.2240176147315651e-05
358,1.2283672731427941e-05
359,1.2291575330891646e-05
360,1.2228073501319159e-05
361,1.2185548257548362e-05
362,1.2272177627892233e-05
363,1.2140398212068249e-05
364,1.2084779882570729e-05
365,1.2204685845063068e-05
366,1.2026622243865859e-05
367,1.2100983440177515e-05
368,1.2019776477245614e-05
369,1.2029241588606965e-05
370,1.2029811841784976e-05
371,1.1998765330645256e-05
372,1.1962604730797466e-05
373,1.1986048775725067e-05
374,1.192849322251277e-05
375,1.1929141692235135e-05
376,1.1905143765034154e-05
377,1.1884845662279986e-05
378,1.1862161954923067e-05
379,1.1883887964359019e-05
380,1.1816042388090864e-05
381,1.1820643521787133e-05
382,1.1805707799794618e-05
383,1.1783590707636904e-05
384,1.174830504169222e-05
385,1.1737257409549784e-05
386,1.1689618077070918e-05
387,1.1752817044907715e-05
388,1.1660413292702287e-05
389,1.1637323041213676e-05
390,1.1594466741371434e-05
391,1.1632222594926134e-05
392,1.1666567843349185e-05
393,1.1594861462072004e-05
394,1.1591036127356347e-05
395,1.1487923075037543e-05
396,1.1576789802347776e-05
397,1.1455452295194846e-05
398,1.1503254427225329e-05
399,1.154579240392195e-05
400,1.146310842159437e-05
401,1.1467495824035723e-05
402,1.1396621630410664e-05
403,1.1428130164858885e-05
404,1.1355435162840877e-05
405,1.1475441169750411e-05
406,1.1392216947569977e-05
407,1.1320968042127788e-05
408,1.129959764512023e-05
409,1.1328422260703519e-05
410,1.1281454135314561e-05
411,1.1304586223559454e-05
412,1.1291434020677116e-05
413,1.1301133781671524e-05
414,1.1231297321501188e-05
415,1.1252004696871154e-05
416,1.1208226169401314e-05
417,1.1166787771799136e-05
418,1.1243036169616971e-05
419,1.1099698895122856e-05
420,1.1143970368721057e-05
421,1.1143617484776769e-05
422,1.1068062121921685e-05
423,1.1183254173374735e-05
424,1.1120648196083494e-05
425,1.1005292435584124e-05
426,1.1096977686975151e-05
427,1.1057796655222774e-05
428,1.100099143513944e-05
429,1.103224258258706e-05
430,1.1040145182050765e-05
431,1.0987949281116016e-05
432,1.0964226930809673e-05
433,1.0972777999995742e-05
434,1.0947359442070592e-05
435,1.093492846848676e-05
436,1.0984640539390966e-05
437,1.0894877959799487e-05
438,1.0901205314439721e-05
439,1.088151566364104e-05
440,1.0886431482504122e-05
441,1.0861358532565646e-05
442,1.0766104423964862e-05
443,1.0831477084138896e-05
444,1.0862026101676747e-05
445,1.080740912584588e-05
446,1.0823851880559232e-05
447,1.078567402146291e-05
448,1.0708912668633275e-05
449,1.0791462955239695e-05
450,1.0787316568894312e-05
451,1.073818657459924e-05
452,1.0665145964594558e-05
453,1.0767434105218854e-05
454,1.0749017747002654e-05
455,1.066420281858882e-05
456,1.0674958502931986e-05
457,1.0699613085307647e-05
458,1.0675727935449686e-05
459,1.0609724085952621e-05
460,1.0577388820820488e-05
461,1.0605628631310537e-05
462,1.0578732144495007e-05
463,1.0553508218436036e-05
464,1.06270008473075e-05
465,1.058609541360056e-05
466,1.049015554599464e-05
467,1.0577678040135652e-05
468,1.049036654876545e-05
469,1.0549002581683453e-05
470,1.0465116247360129e-05
471,1.0553241736488417e-05
472,1.0407498848508112e-05
473,1.0528038728807587e-05
474,1.0492251931282226e-05
475,1.0386405847384594e-05
476,1.0439299330755603e-05
477,1.0412862138764467e-05
478,1.0414066309749614e-05
479,1.043843076331541e-05
480,1.0376921636634506e-05
481,1.0390578609076329e-05
482,1.0409911737951916e-05
483,1.0362507055106107e-05
484,1.031467763823457e-05
485,1.0318944077880587e-05
486,1.0374676094215829e-05
487,1.0321872650820296e-05
488,1.0279192792950198e-05
489,1.0356283382861875e-05
490,1.0306403964932542e-05
491,1.0296162145095877e-05
492,1.0213748282694723e-05
493,1.0253751497657504e-05
494,1.0267535799357574e-05
495,1.0248526450595818e-05
496,1.0281260074407328e-05
497,1.0190968168899417e-05
498,1.0233975444862153e-05
499,1.0230785846943036e-05
500,1.0186725376115646e-05
501,1.0177861440752167e-05
502,1.0208167623204645e-05
503,1.0133892828889657e-05
504,1.0122083949681837e-05
505,1.0180524441238958e-05
506,1.007934861263493e-05
507,1.01591540442314e-05
508,1.0080761967401486e-05
509,1.0117254532815423e-05
510,1.008469371299725e-05
511,1.011609401757596e-05
512,1.004626574285794e-05
513,1.0022428796219174e-05
514,1.0058804036816582e-05
515,1.001281361823203e-05
516,1.0050306627817918e-05
517,1.0070932148664724e-05
518,1.0036393177870195e-05
519,9.990268154069781e-06
520,9.956300345947966e-06
521,1.0024949006037787e-05
522,9.989234058593865e-06
523,9.998308087233454e-06
524,9.973622582037933e-06
525,9.88836200122023e-06
526,9.921001947077457e-06
527,9.92921650322387e-06
528,9.89257387118414e-06
529,9.915295777318534e-06
530,9.92222430795664e-06
531,9.839092854235787e-06
532,9.894530194287654e-06
533,9.910259905154817e-06
534,9.837702236836776e-06
535,9.835478522290941e-06
536,9.795027835934889e-06
537,9.85279166343389e-06
538,9.89681575447321e-06
539,9.79102696874179e-06
540,9.867973858490586e-06
541,9.780452273844276e-06
542,9.852540642896201e-06
543,9.735325875226408e-06
544,9.789665455173235e-06
545,9.730192687129602e-06
546,9.761715773493052e-06
547,9.7814390755957e-06
548,9.741952453623526e-06
549,9.736751962918788e-06
550,9.670118743088096e-06
551,9.709560799819883e-06
552,9.740644600242376e-06
553,9.691406376077794e-06
554,9.707038771011867e-06
555,9.608883374312427e-06
556,9.681123628979549e-06
557,9.676917215983849e-06
558,9.689951184554957e-06
559,9.624299309507478e-06
560,9.627453437133227e-06
561,9.644397323427256e-06
562,9.669977771409322e-06
563,9.638073606765829e-06
564,9.605622835806571e-06
565,9.592607057129499e-06
566,9.586736268829554e-06
567,9.616725947125815e-06
568,9.619619959266856e-06
569,9.53593280428322e-06
570,9.616678653401323e-06
571,9.644385499996133e-06
572,9.554081771057099e-06
573,9.561661499901675e-06
574,9.539801794744562e-06
575,9.506120477453806e-06
576,9.523475455353037e-06
577,9.549854439683259e-06
578,9.52922800934175e-06
579,9.487538591201883e-06
580,9.476606464886572e-06
581,9.481839697400574e-06
582,9.473900718148798e-06
583,9.491813216300216e-06
584,9.408010555489454e-06
585,9.475634215050377e-06
586,9.439468158234376e-06
587,9.417859473614953e-06
588,9.39227447815938e-06
589,9.479203981754836e-06
590,9.41201960813487e-06
591,9.37750064622378e-06
592,9.422373295819853e-06
593,9.368674909637775e-06
594,9.408199730387423e-06
595,9.407193829247262e-06
596,9.358976058138069e-06
597,9.418065928912256e-06
598,9.310797395301051e-06
599,9.422558832739014e-06
600,9.342495104647242e-06
601,9.377519745612517e-06
602,9.313014743383974e-06
603,9.312018846685532e-06
604,9.33981118578231e-06
605,9.338898962596431e-06
606,9.337711162515916e-06
607,9.25736367207719e-06
608,9.321793186245486e-06
609,9.22686103876913e-06
610,9.299483281210996e-06
611,9.293374205299187e-06
612,9.258536920242477e-06
613,9.244146895071026e-06
614,9.283474355470389e-06
615,9.244996363122482e-06
616,9.306453648605384e-06
617,9.263697393180337e-06
618,9.179590961139183e-06
619,9.234744538844097e-06
620,9.218687409884296e-06
621,9.172411409963388e-06
622,9.264223990612663e-06
623,9.219964340445586e-06
624,9.207488801621366e-06
625,9.181932909996249e-06
626,9.188432159135118e-06
627,9.213440534949768e-06
628,9.1532319856924e-06
629,9.186679562844802e-06
630,9.127115845330991e-06
631,9.111037797993049e-06
632,9.166265954263508e-06
633,9.124485586653464e-06
634,9.068031431525014e-06
635,9.164022230834235e-06
636,9.128702004090883e-06
637,9.109696293307934e-06
638,9.115139619098045e-06
639,9.046081686392426e-06
640,9.105438948608935e-06
641,9.063069228432141e-06
642,9.066638085641898e-06
643,9.08709171199007e-06
644,9.046579179994296e-06
645,9.02152169146575e-06
646,9.104731361730956e-06
647,9.006933396449313e-06
648,9.052796485775616e-06
649,9.021210644277744e-06
650,9.076969035959337e-06
651,8.959872502600774e-06
652,9.028453860082664e-06
653,8.9610657596495e-06
654,9.031367881107144e-06
655,9.012103873828892e-06
656,8.973538569989614e-06
657,9.032444722834043e-06
658,8.974886441137642e-06
659,8.874039849615656e-06
660,9.012048394652084e-06
661,8.965346751210745e-06
662,8.986447937786579e-06
663,8.948935828811955e-06
664,8.938777682487853e-06
665,8.915936632547528e-06
666,8.948824870458338e-06
667,8.93654942046851e-06
668,8.86711131897755e-06
669,8.983343832369428e-06
670,8.87437545316061e-06
671,8.9538325482863e-06
672,8.89859893504763e-06
673,8.843825526128057e-06
674,8.888399861461949e-06
675,8.91720992513001e-06
676,8.835596418066416e-06
677,8.850823178363498e-06
678,8.907110895961523e-06
679,8.826079465507064e-06
680,8.889773198461626e-06
681,8.837595487420913e-06
682,8.779656127444468e-06
683,8.831760169414338e-06
684,8.850406629790086e-06
685,8.772207365836948e-06
686,8.789595995040145e-06
687,8.806130608718377e-06
688,8.84273413248593e-06
689,8.786362741375342e-06
690,8.780353709880728e-06
691,8.796793736109976e-06
692,8.783933481026907e-06
693,8.797489499556832e-06
694,8.75288424140308e-06
695,8.731017260288354e-06
696,8.79832441569306e-06
697,8.767522558628116e-06
698,8.790987521933857e-06
699,8.73953558766516e-06
700,8.735935807635542e-06
701,8.790540050540585e-06
702,8.7209864432225e-06
703,8.706635526323225e-06
704,8.74451689014677e-06
705,8.734891707717907e-06
706,8.712529961485416e-06
707,8.719203833607025e-06
708,8.724877261556685e-06
709,8.670352144690696e-06
710,8.672967851452995e-06
711,8.67754079081351e-06
712,8.697200428287033e-06
713,8.695267752045766e-06
714,8.651387361169327e-06
715,8.684125532454345e-06
716,8.66718346514972e-06
717,8.650375093566254e-06
718,8.674744094605558e-06
719,8.653783879708499e-06
720,8.64521280163899e-06
721,8.649741175759118e-06
722,8.617148523626383e-06
723,8.640890882816166e-06
724,8.603264177509118e-06
725,8.63902550918283e-06
726,8.571098078391515e-06
727,8.658746082801372e-06
728,8.581544534536079e-06
729,8.622200766694732e-06
730,8.620961125416216e-06
731,8.580933354096487e-06
732,8.581999281886965e-06
733,8.569118108425755e-06
734,8.655060810269788e-06
735,8.543159310647752e-06
736,8.54861173138488e-06
737,8.527235877409112e-06
738,8.565505595470313e-06
739,8.50668948260136e-06
740,8.593162419856526e-06
741,8.548803634766955e-06
742,8.524481017957442e-06
743,8.481864824716467e-06
744,8.51810364110861e-06
745,8.55335110827582e-06
746,8.544632692064624e-06
747,8.51679033075925e-06
748,8.496130249113776e-06
749,8.46067450765986e-06
750,8.540192538930569e-06
751,8.491227163176518e-06
752,8.466454346489627e-06
753,8.474917194689624e-06
754,8.505978257744573e-06
755,8.460393473797012e-06
756,8.468033229291905e-06
757,8.474728019791655e-06
758,8.457074727630243e-06
759,8.453091140836477e-06
760,8.432934919255786e-06
761,8.463506674161181e-06
762,8.403180800087284e-06
763,8.45947943162173e-06
764,8.372873708140105e-06
765,8.435668860329315e-06
766,8.442410944553558e-06
767,8.396729754167609e-06
768,8.427724424109329e-06
769,8.421087841270491e-06
770,8.405796506849583e-06
771,8.397991223318968e-06
772,8.366046131413896e-06
773,8.415960110141896e-06
774,8.377091944566928e-06
775,8.377287485927809e-06
776,8.38019150251057e-06
777,8.400515071116388e-06
778,8.404719665122684e-06
779,8.310214070661459e-06
780,8.412431270699017e-06
781,8.32111527415691e-06
782,8.40750271891011e-06
783,8.32319801702397e-06
784,8.395502845814917e-06
785,8.286245247290935e-06
786,8.344080015376676e-06
787,8.353995326615404e-06
788,8.333110599778593e-06
789,8.331250683113467e-06
790,8.34705224406207e-06
791,8.306944437208585e-06
792,8.32436307973694e-06
793,8.30756198411109e-06
794,8.359699677384924e-06
795,8.292366146633867e-06
796,8.24885046313284e-06
797,8.281277587229852e-06
798,8.311400961247273e-06
799,8.259563401225023e-06
800,8.285814146802295e-06
801,8.283573151857127e-06
802,8.223360964620952e-06
803,8.289475772471633e-06
804,8.269948921224568e-06
805,8.243938282248564e-06
806,8.23321443021996e-06
807,8.255613465735223e-06
808,8.282448106911033e-06
809,8.226936188293621e-06
810,8.205649464798626e-06
811,8.238556802098174e-06
812,8.275898835563567e-06
813,8.17231739347335e-06
814,8.254157364717685e-06
815,8.281751433969475e-06
816,8.166070983861573e-06
817,8.23064419819275e-06
818,8.170169166987762e-06
819,8.227877515309956e-06
820,8.241153409471735e-06
821,8.139904821291566e-06
822,8.175796210707631e-06
823,8.210050509660505e-06
824,8.214587069232948e-06
825,8.182426427083556e-06
826,8.145959327521268e-06
827,8.224094926845282e-06
828,8.097170393739361e-06
829,8.168580279743765e-06
830,8.172321940946858e-06
831,8.142264960042667e-06
832,8.2062515502912e-06
833,8.178977623174433e-06
834,8.16400734038325e-06
835,8.16268402559217e-06
836,8.131549293466378e-06
837,8.160402103385422e-06
838,8.15095700090751e-06
839,8.112358045764267e-06
840,8.12166490504751e-06
841,8.11225163488416e-06
842,8.128257832140662e-06
843,8.157798220054246e-06
844,8.055528269323986e-06
845,8.12937560112914e-06
846,8.173095011443365e-06
847,8.156506737577729e-06
848,8.065670044743456e-06
849,8.094953045656439e-06
850,8.053340934566222e-06
851,8.163833626895212e-06
852,8.047426490520593e-06
853,8.076878657448106e-06
854,8.088823960861191e-06
855,8.057242666836828e-06
856,8.035428436414804e-06
857,8.074139259406365e-06
858,8.12979578768136e-06
859,8.04633236839436e-06
860,8.049818461586256e-06
861,8.039382919378113e-06
862,8.003120456123725e-06
863,8.068111128523014e-06
864,7.999076842679642e-06
865,8.057948434725404e-06
866,8.004202754818834e-06
867,8.067049748206045e-06
868,8.015908861125354e-06
869,8.071764568740036e-06
870,7.992701284820214e-06
871,8.047612936934456e-06
872,7.954577995405998e-06
873,8.064987014222424e-06
874,7.969808393681888e-06
875,8.010129931790289e-06
876,7.999768968147691e-06
877,7.958694368426222e-06
878,7.9850506153889e-06
879,8.009560588106979e-06
880,7.980662303452846e-06
881,8.008105396584142e-06
882,7.9967467172537e-06
883,7.950462531880476e-06
884,7.94916195445694e-06
885,7.977661880431697e-06
886,7.973383617354557e-06
887,7.965122676978353e-06
888,7.897104296716861e-06
889,7.998205546755344e-06
890,7.945746801851783e-06
891,7.898899639258161e-06
892,7.992485734575894e-06
893,7.934878340165596e-06
894,7.886564162618015e-06
895,7.92458467913093e-06
896,7.939299393910915e-06
897,7.910147360234987e-06
898,7.922571057861205e-06
899,7.964053111209068e-06
900,7.907099643489346e-06
901,7.892695975897368e-06
902,7.924855708552059e-06
903,7.859842298785225e-06
904,7.92986793385353e-06
905,7.870236913731787e-06
906,7.849767825973686e-06
907,7.917948096292093e-06
908,7.890082997619174e-06
909,7.854159775888547e-06
910,7.955426553962752e-06
911,7.841774277039804e-06
912,7.903894584160298e-06
913,7.803683729434852e-06
914,7.904435733507853e-06
915,7.864612598496024e-06
916,7.901092430984136e-06
917,7.796106729074381e-06
918,7.82011920819059e-06
919,7.87782573752338e-06
920,7.855283001845237e-06
921,7.83624273026362e-06
922,7.77934656071011e-06
923,7.912784894870128e-06
924,7.806548637745436e-06
925,7.837944394850638e-06
926,7.835158612579107e-06
927,7.81657399784308e-06
928,7.863700375310145e-06
929,7.804609595041256e-06
930,7.77300647314405e-06
